opening,closing
(((([[((([[[[(([[([((([([([([,])])])])))])]]))]]]])))]]))))
([(([[([[((((([[[(,)]]])))))]])]]))])
[(([([([([[[[([[([([([(,)])])])]])]]]])])])]))]
[([([((((([([[[[,]]]])])))))])])]
(((((([[([[(([([([[[([,])]]])])]))]])]]))))))
[(([[(([((([[[((((([[([,])]])))))]]])))]))]]))]
((([[[((((((((,))))))))]]])))
[[[((((([(([[((([([([[[[([,])]]]])])])))]]))])))))]]]
(([[((([[[(([[(((,)))]]))]]])))]]))
((([[[[(((([([[((([((([,])))])))]])]))))]]]])))
([[[(([[[([[([((([[((((,))))]])))])]])]]]))]]])
[[([([[(((([[(,)]]))))]])])]]
(([[((([[(([[[[([[[[([,])]]]])]]]]))]])))]]))
(((([[[[[(([[[((,))]]]))]]]]]))))
((((([[([([([[[([(((([[([((,))])]]))))])]]])])])]])))))
([([[((((([(([(([([[[([,])]]])]))]))])))))]])])
[(([[[([[([[[((([[,]])))]]])]])]]]))]
[[(((([(([([(((([(,)]))))])]))]))))]]
([([[[([(((([([([([,])])])]))))])]]])])
[[[[[[(((([([[[((([[[((,))]]])))]]])]))))]]]]]]
([[[([[(([([([([[([[[(([[[[([[,]])]]]]))]]])]])])])]))]])]]])
[[[([[[((((([[(([(((,)))]))]])))))]]])]]]
([[[((([[([([(([([([[[(([([,])]))]]])])]))])])]])))]]])
[[([[([[[((([([[([[((([[([([[,]])])]])))]])]])])))]]])]])]]
([[[[(((([((,))]))))]]]])
([[[(([([([[[[[([([[[[[[[[[[,]]]]]]]]]])])]]]]])])]))]]])
[(([[[([([[([(([([(([[([[,]])]]))])]))])]])])]]]))]
[((([[[[([((([[(([(([[(((((,)))))]]))]))]])))])]]]])))]
(([(([[(([((([[((([[(((((((,)))))))]])))]])))]))]]))]))
(([([([(([(([[[[([[[((,))]]])]]]]))]))])])]))
[[((((([((([[(([[([[[[[[(([,]))]]]]]])]]))]])))])))))]]
[([((([[[[([[[[,]]]])]]]])))])]
([[([[[([[[[([[[([[(([[[((((,))))]]]))]])]]])]]]])]]])]])
([(((([[[[([(,)])]]]]))))])
[(((([[([[[[(([(([([([[[((,))]]])])]))]))]]]])]]))))]
[((([([[[([[[[[((([((,))])))]]]]])]]])])))]
[(([[([[[(((((([((([((,))])))]))))))]]])]]))]
(((([[[[[((([[[([[[,]]])]]])))]]]]]))))
[(([[[([((((([[[([[[([(([((,))]))])]]])]]])))))])]]]))]
(((([[(([((([[((((([[[,]]])))))]])))]))]]))))
[([([([[(([(([[[(((,)))]]]))]))]])])])]
((([[([[([(([[,]]))])]])]])))
(([([([[([((([((([[((([(,)])))]])))])))])]])])]))
(((([[[[([[([(([([[([[[[([(([(,)]))])]]]])]])]))])]])]]]]))))
[([([[[([[([(([[[((([[([,])]])))]]]))])]])]]])])]
(([[[((([[([([[(([[[(,)]]]))]])])]])))]]]))
((([[[[[[[[(([([[([(([[([((([(,)])))])]]))])]])]))]]]]]]]])))
[[([[([(([([[([([[,]])])]])]))])]])]]
[([([([[[[([[[[(((([(,)]))))]]]])]]]])])])]
((([[(((((([([((((([[(([[[((,))]]]))]])))))])]))))))]])))
([([([([[([([(([,]))])])]])])])])
[(((([[(([([((([[([(([[([([[((,))]])])]]))])]])))])]))]]))))]
(([([[[[(((((([,]))))))]]]])]))
((([(([[([[(([([[[((((((,))))))]]])]))]])]]))])))
[((((([[(((((((,)))))))]])))))]
([((([[((([((,))])))]])))])
([[[([[(([(([((([,])))]))]))]])]]])
([[(([[([([[(,)]])])]]))]])
([([(([[[[[([[[[([[([(([([[((,))]])]))])]])]]]])]]]]]))])])
[[(([[(([([(((((((([,]))))))))])]))]]))]]
([[(([([([[([(([[(([([([([(([,]))])])])]))]]))])]])])]))]])
([[[((([([([([[[[([[[[([[[[[,]]]]])]]]])]]]])])])])))]]])
((([([[[[[[([[[[[[(,)]]]]]])]]]]]])])))
[(((([[((([(,)])))]]))))]
[[[([((([(((((,)))))])))])]]]
(((([(([([[([[((,))]])]])]))]))))
([((([(((([[(,)]]))))])))])
(([([[[((([(,)])))]]])]))
[[[(([[([[(([(((([[[[((([[((([,])))]])))]]]]))))]))]])]]))]]]
(([(([[[([[((([[[[(([(([[[[[((,))]]]]]))]))]]]])))]])]]]))]))
(([(((([([([([([[((([[([([[((,))]])])]])))]])])])])]))))]))
[(([([([[[([[[([([[[(([[[([,])]]]))]]])])]]])]]])])]))]
[(((((([([[[[[[([[[[[[[((([[(,)]])))]]]]]]])]]]]]])]))))))]
([((([([[(([[([[((([([[[,]]])])))]])]]))]])])))])
[((([([((([[[[[((([[((([(([[([,])]]))])))]])))]]]]])))])])))]
[((([[((([[([[(,)]])]])))]])))]
[(([[([([[([(([[[([[[(((([[,]]))))]]])]]]))])]])])]]))]
([(([[(([((([(([([[((,))]])]))])))]))]]))])
(([([([(((([[([[([((,))])]])]]))))])])]))
[[[[(([((([[((([(((,)))])))]])))]))]]]]
[[(([(([((((([[((([,])))]])))))]))]))]]
[([(([([[[[(([[[[([[((([[,]])))]])]]]]))]]]])]))])]
[([(([[[[[(([([[([,])]])]))]]]]]))])]
([((([[(([[(([([[([,])]])]))]]))]])))])
[(([[((([(((((((,)))))))])))]]))]
([([(([(([[[((([[[((([(,)])))]]])))]]]))]))])])
[[[((([(([[([[(([([[([[[[[((([,])))]]]]])]])]))]])]]))])))]]]
[(([[[[((([(((([[([[,]])]]))))])))]]]]))]
[[[[[[([([[(([[,]]))]])])]]]]]]
[(([([[([[[[[[[[[[[[((([,])))]]]]]]]]]]]])]])]))]
(([[[[[([(([[[[[((([([([[(,)]])])])))]]]]]))])]]]]]))
[([[[([([([([(([([((([[(([(([(,)]))]))]])))])]))])])])])]]])]
([[[[(((((([[[([[((([[(((((,)))))]])))]])]]]))))))]]]])
(([(([[[[[[([[[[(((([[([([,])])]]))))]]]])]]]]]]))]))
[([([[((([[((([,])))]])))]])])]
([[((([[[([([[([((((([((([,])))])))))])]])])]]])))]])
((([([([[[(([([((,))])]))]]])])])))
[[[([[[(([(([((([(([(([[(,)]]))]))])))]))]))]]])]]]
[[([(([[[[[([[[[[[[(([[,]]))]]]]]]])]]]]]))])]]
[[[[([((([([([[[(((,)))]]])])])))])]]]]
[[(([[((([[(([[(([[(,)]]))]]))]])))]]))]]
[[[(([[([((((((([,])))))))])]]))]]]
[[[[([[([(((((((,)))))))])]])]]]]
([[((([[(([((([[(([(([((((([[,]])))))]))]))]])))]))]])))]])
[[[[([([[[[[[((,))]]]]]])])]]]]
(([[([([[[[[([[(((([(((([[([(,)])]]))))]))))]])]]]]])])]]))
[[(([([(([[([[[[([[[[(([([[((,))]])]))]]]])]]]])]]))])]))]]
[[[[([(([(([[[[[((([[,]])))]]]]]))]))])]]]]
(([(([[[([((((([([[[[[[,]]]]]])])))))])]]]))]))
[[([([[([((([[((([([(,)])])))]])))])]])])]]
([((([[((([[[(([[((([([[,]])])))]]))]]])))]])))])
[(([[(((([([([([(((([(([[,]]))]))))])])])]))))]]))]
(((((([[(((([[[[(((((([[(,)]]))))))]]]]))))]]))))))
[[[([((([[([[(((([[([[,]])]]))))]])]])))])]]]
([([((([[([[[(([[[([[[[[[((((,))))]]]]]])]]]))]]])]])))])])
(((((([(([(((([,]))))]))]))))))
(([(([[(([[[[[[([[[(([[([(([[,]]))])]]))]]])]]]]]]))]]))]))
[[[(([([[[[([[((([[(([[[[(,)]]]]))]])))]])]]]])]))]]]
[[(([(([[([[(((([(([([[,]])]))]))))]])]]))]))]]
[[([[([[((([[([([([[(,)]])])])]])))]])]])]]
[[([[[(([([([[([[[(((([[[[[[,]]]]]]))))]]])]])])]))]]])]]
(([[([([((((([[([([(,)])])]])))))])])]]))
([[[[[[[([([[(((([,]))))]])])]]]]]]])
[[([[(([[([([[[(((([((,))]))))]]])])]]))]])]]
(([([[((([([,])])))]])]))
[([[((([([(((([([[([[[[(,)]]]])]])]))))])])))]])]
[[[([[([([(([[([([([,])])])]]))])])]])]]]
[[(([[[(((((((([(([([[((([([[,]])])))]])]))]))))))))]]]))]]
((([((([[(([,]))]])))])))
[[[[[[[([((((([([([[(,)]])])])))))])]]]]]]]
([[(([(([[[([[((((((,))))))]])]]]))]))]])
[(([(([[((((((([[[[([(((([[[[,]]]]))))])]]]])))))))]]))]))]
(((([[[[[((((([(,)])))))]]]]]))))
([[[[[([[([[[[[(([[((([[[([,])]]])))]]))]]]]])]])]]]]])
[([((((([([[(([[[([(([((([([[,]])])))]))])]]]))]])])))))])]
[((([([[[[(([(([([[([[[[[[(,)]]]]]])]])]))]))]]]])])))]
[[[[[[[(((([((([,])))]))))]]]]]]]
((((((([[[(([([(((([(,)]))))])]))]]])))))))
[[([(([((([[[(((([[,]]))))]]])))]))])]]
([([[[([[(([[[([(([[[[((([,])))]]]]))])]]]))]])]]])])
[[(([[[[[([((([,])))])]]]]]))]]
([([([[([[[[[[[[[(((([(,)]))))]]]]]]]]])]])])])
([((([([(([[(((([[[((([[[[[[([,])]]]]]])))]]]))))]]))])])))])
[([[([(([((([[([[([([[[[((,))]]]])])]])]])))]))])]])]
[[([[[(([[(((((([[[[([([(([[[[,]]]]))])])]]]]))))))]]))]]])]]
([[[[[[[[([(,)])]]]]]]]])
((([[[[[([((([(([((([(([,]))])))]))])))])]]]]])))
(([[[[[([[[(([(([,]))]))]]])]]]]]))
((([[(((([[[[[[([(([[(([,]))]]))])]]]]]]))))]])))
([(([[[[[([([([[([[[([(([(([[(,)]]))]))])]]])]])])])]]]]]))])
([([((((([[(((([((([[[[[[[[[[(,)]]]]]]]]]])))]))))]])))))])])
[([[([([[[[([([[[[([([[[[([,])]]]])])]]]])])]]]])])]])]
[((([[[[[(([[([[(([((,))]))]])]]))]]]]])))]
[[((([[((([(([([((([([[[[(([,]))]]]])])))])]))])))]])))]]
([[[([((((([([[([([[(([([(,)])]))]])])]])])))))])]]])
[[([[[([(((([[((((((((([([[(((,)))]])])))))))))]]))))])]]])]]
(((((([([[[((([[([([(([[,]]))])])]])))]]])]))))))
[[[[[(([[([([[[(,)]]])])]]))]]]]]
[[[[((([[[[([[((([([(([[,]]))])])))]])]]]])))]]]]
([(([((([(([[([[[((,))]]])]]))])))]))])
[[[([(([[[[[[[[[[[(((([[[[,]]]]))))]]]]]]]]]]]))])]]]
[([[[(([[[((,))]]]))]]])]
[(((([((((([([[((,))]])])))))]))))]
[([(([[((((([[[(((((([[[[(,)]]]]))))))]]])))))]]))])]
[(([([[(([[([[(([(([((([,])))]))]))]])]]))]])]))]
([(((([[[([[[[[([((([((([([[,]])])))])))])]]]]])]]]))))])
[[[[([(([(([[[(([[[[,]]]]))]]]))]))])]]]]
[([([[([[[(([([([([(([,]))])])])]))]]])]])])]
([(((([[[[([[([((([[(([[[([[[,]]])]]]))]])))])]])]]]]))))])
[[[(([([(([[[[[([([[([((((,))))])]])])]]]]]))])]))]]]
([([[([[((([(([[[([[[,]]])]]]))])))]])]])])
([(((([([((([[((([(([(,)]))])))]])))])]))))])
[(((([[([(((([[[[([(([[(((([,]))))]]))])]]]]))))])]]))))]
[(([(((((((([[((([[([[[(((([(,)]))))]]])]])))]]))))))))]))]
[[([[[[[[([([([([((((([(,)])))))])])])])]]]]]])]]
(([([([[((([[[([[([([(((,)))])])]])]]])))]])])]))
[([[[[([([([([[([(([(([[(,)]]))]))])]])])])])]]]])]
[([[[([[([[[(,)]]])]])]]])]
[[[((((([[[([(([[[([[,]])]]]))])]]])))))]]]
(([(([([([[([((([[[([[(([(([([,])]))]))]])]]])))])]])])]))]))
[[[([[(((([[[(,)]]]))))]])]]]
[((([(([[[[[(([[(([[((,))]]))]]))]]]]]))])))]
[(([[(([[[((([(,)])))]]]))]]))]
([([([([[[(((((((([[(((,)))]]))))))))]]])])])])
[([([[[[[([[([[[[[[[(([,]))]]]]]]])]])]]]]])])]
[([[[[([((((([(([(,)]))])))))])]]]])]
([(((([[[[[[((((([((,))])))))]]]]]]))))])
([[[((((((([[[[([[,]])]]]])))))))]]])
(([([([([([(([[[[[((([(([[[,]]]))])))]]]]]))])])])])]))
[(((((((([([(([([([([[(([[[[[,]]]]]))]])])])]))])]))))))))]
[[[[[[[[[(([[(([(([[((([[[[[((,))]]]]])))]]))]))]]))]]]]]]]]]
[((((([(([([[[[(([[([([[[[,]]]])])]]))]]]])]))])))))]
[(([[[([([[(([[,]]))]])])]]]))]
[([[[[[([([[(([[((((([[(,)]])))))]]))]])])]]]]])]
[[(([([(((([([((,))])]))))])]))]]
(([([([[[([[((([[([[,]])]])))]])]]])])]))
([(([[[([[[(([[[((,))]]]))]]])]]]))])
[[([(((([[([,])]]))))])]]
([[([((([([(([[(((([,]))))]]))])])))])]])
((([[[([[[([[[[[((((((([(,)])))))))]]]]])]]])]]])))
([[[[[[([[(((([([,])]))))]])]]]]]])
(([([([([([[([[[,]]])]])])])])]))
[(((([[([(([[[(([([([[[([[,]])]]])])]))]]]))])]]))))]
[[(((([([[[[((([[((([[[[(([(,)]))]]]])))]])))]]]])]))))]]
(([[[[[[([((((([[[[([,])]]]])))))])]]]]]]))
(([(([[[[[(([,]))]]]]]))]))
(([([[[([[[[((([[(,)]])))]]]])]]])]))
[[[(([([(([[[[[[[[([[((([[((,))]])))]])]]]]]]]]))])]))]]]
(((([((([(([[(((([([(((,)))])]))))]]))])))]))))
(([[[(((([[((((([([[,]])])))))]]))))]]]))
([(([((((([[[((((([([,])])))))]]])))))]))])
[[([([(([[[[(([([[[(([[[((,))]]]))]]])]))]]]]))])])]]
[[[[([((([[([((,))])]])))])]]]]
(((([(([([([[((([[(([(([([[(,)]])]))]))]])))]])])]))]))))
([(([([([([((([(,)])))])])])]))])
[[[[([([[[(((((([((,))]))))))]]])])]]]]
[(([([(((([[[,]]]))))])]))]
(([(([([[[[([([[[[(([[(([(,)]))]]))]]]])])]]]])]))]))
[(([[[[((([([([[[[((([(,)])))]]]])])])))]]]]))]
[[[[([((([([(((([[((([[([([[,]])])]])))]]))))])])))])]]]]
[[(([(([([([([((((([([([([,])])])])))))])])])]))]))]]
(([[[([(([[((((([(([(([([,])]))]))])))))]]))])]]]))
([(([[[([[[[(([[(([(([[[(([([,])]))]]]))]))]]))]]]])]]]))])
[[[((([([(([[[[([[[[[[[,]]]]]]])]]]]))])])))]]]
([((((([([([(((([,]))))])])])))))])
[[((((([(([((([,])))]))])))))]]
[[[[[(([[[([[([[((([[[[(,)]]]])))]])]])]]]))]]]]]
((([([[([(([[[((,))]]]))])]])])))
(([[([[[[[[(([[[,]]]))]]]]]])]]))
[(([[([(([[[[([([[(((([((,))]))))]])])]]]]))])]]))]
(((([([((([[[(([,]))]]])))])]))))
[(([[([[([((((([[([([[([,])]])])]])))))])]])]]))]
[[[[((([((([((([((,))])))])))])))]]]]
[[([([((([([([[,]])])])))])])]]
(((((([[[[[([[([([(([([[[([,])]]])]))])])]])]]]]]))))))
([([[[[[([((([((([[([([([(,)])])])]])))])))])]]]]])])
(([([([(([([[([,])]])]))])])]))
((([((([((([[([[(((([[[([(((,)))])]]]))))]])]])))])))])))
[[([([[((([([([(([([[((([,])))]])]))])])])))]])])]]
([([([[([[[[[[(([[,]]))]]]]]])]])])])
[[([([[(([([[([[[((,))]]])]])]))]])])]]
([(([[([[((([(,)])))]])]]))])
([([[[((([(([[[([((,))])]]]))])))]]])])
(([([([[[(([[([[[([[[([[([[(,)]])]])]]])]]])]]))]]])])]))
[((((([([[[[[([[[(,)]]])]]]]])])))))]
[[[[[([[[[[([[(((([(,)]))))]])]]]]])]]]]]
[([([([[(((((([([(((([([,])]))))])]))))))]])])])]
[(((([[([((((([(([[[(,)]]]))])))))])]]))))]
[[([[([(((([[[((([(,)])))]]]))))])]])]]
([[[([[(([([[[(,)]]])]))]])]]])
[[[[([[(((((([[(([[,]]))]]))))))]])]]]]
([[[([([(([[[[[([([[(,)]])])]]]]]))])])]]])
(((([[([[([((((([[((((,))))]])))))])]])]]))))
([[[((([[((([[[((,))]]])))]])))]]])
((((([[(([([(([([[[,]]])]))])]))]])))))
((((([([[[(((([([([[((,))]])])]))))]]])])))))
([[([([([([((([([(,)])])))])])])])]])
[[([((([[([[([[[[,]]]])]])]])))])]]
[(([[[[[[[[[(((([(,)]))))]]]]]]]]]))]
(([([[([([([((([(,)])))])])])]])]))
[[[([[[[([([(([[[[[([[(,)]])]]]]]))])])]]]])]]]
[([((([[(((((((((([[[([[,]])]]]))))))))))]])))])]
[(([[([([[[[([([(((([[([[(,)]])]]))))])])]]]])])]]))]
((((([[[([(([([[[([[([([((,))])])]])]]])]))])]]])))))
[(([((([(([(([([[([[[(([[[(,)]]]))]]])]])]))]))])))]))]
([([(([(([[((((([[[([([[(,)]])])]]])))))]]))]))])])
[[([[[[(((([[(([([[([([([,])])])]])]))]]))))]]]])]]
((([(((([((([([[[[[(([,]))]]]]])])))]))))])))
([([([[[[([[([(((([[(([((,))]))]]))))])]])]]]])])])
([((([([(([(([[(((([([(([([((,))])]))])]))))]]))]))])])))])
[(([(([[[[[,]]]]]))]))]
((([([[((([([[([([(([(((([[(,)]]))))]))])])]])])))]])])))
[[([[[([([[[[([[([([[,]])])]])]]]])])]]])]]
[[([[[[((((([([[[([[(([(,)]))]])]]])])))))]]]])]]
([[(([[([[[((((([[[((([(,)])))]]])))))]]])]]))]])
[[([([[(([(([(([,]))]))]))]])])]]
[[([[[([(([[[(((,)))]]]))])]]])]]
[[[[([(([[[(((((([[[(([(([([[[,]]])]))]))]]]))))))]]]))])]]]]
([[[[([[([((([[([[([((([([[,]])])))])]])]])))])]])]]]])
([[((([(([([[([((([(((([((,))]))))])))])]])]))])))]])
([([[[([(([(([[([[,]])]]))]))])]]])])
(([((([([([,])])])))]))
[[[[[[[([([[[([([[(([[(([[[(([,]))]]]))]]))]])])]]])])]]]]]]]
([[([[([[([((([[,]])))])]])]])]])
((([[[([(([[([(((([[[[,]]]]))))])]]))])]]])))
([[[(([[([([[[(([[[[,]]]]))]]])])]]))]]])
[(((([[([[[[[[[[[(([(((,)))]))]]]]]]]]])]]))))]
([[((((([[[[(,)]]]])))))]])
(([(((((([[[([([[[,]]])])]]]))))))]))
([[([[([[([[[(((,)))]]])]])]])]])
([[[(([([[([[((((([(((([(((([(,)]))))]))))])))))]])]])]))]]])
[[([[(([([[[[(,)]]]])]))]])]]
[((([[[([([([[[(,)]]])])])]]])))]
(([[[[(((((((([([[([((((((([,])))))))])]])]))))))))]]]]))
[[[(([([([[(([[(,)]]))]])])]))]]]
([[[([(([[(([[([[(([([(([([[[,]]])]))])]))]])]]))]]))])]]])
([[[[[[([[[[([[[(([[,]]))]]])]]]])]]]]]])
([((((([([[([[[[[([((,))])]]]]])]])])))))])
([[[[([(([[,]]))])]]]])
(([[[(((([(([[(((((([((([[[,]]])))]))))))]]))]))))]]]))
[[([((([[[(((((((((((([[[[[[[(,)]]]]]]]))))))))))))]]])))])]]
[(([[[[[[[[[[([([((([,])))])])]]]]]]]]]]))]
[[([[[[(([([((((([(([([(,)])]))])))))])]))]]]])]]
[((((([[([[([((([[((,))]])))])]])]])))))]
[[(([[[(((((([([((,))])]))))))]]]))]]
([[[(([[([[([[[([([(([[[[([(,)])]]]]))])])]]])]])]]))]]])
([([(([[[[([([(,)])])]]]]))])])
(([((((([([[[(,)]]])])))))]))
([[([[[([((((((([[([[[[[[([,])]]]]]])]])))))))])]]])]])
[[[((([([((((((((([[,]])))))))))])])))]]]
(([((((([(((([([[([[(,)]])]])]))))])))))]))
([[((([(([[[([[(((((([(([,]))]))))))]])]]]))])))]])
([[[[(([([((([((([[([(((([[((,))]]))))])]])))])))])]))]]]])
(([((([([([[[([[[(([([[[[[([,])]]]]])]))]]])]]])])])))]))
((([[[[[[(([([((([[([[,]])]])))])]))]]]]]])))
[[[[[((([[[([([[([[[[([,])]]]])]])])]]])))]]]]]
[(([[((([[[([(([[[[([([,])])]]]]))])]]])))]]))]
[((([[[([([([(([([([[[[([[[([(,)])]]])]]]])])]))])])])]]])))]
[[[[(([[(([[(([[([((([[,]])))])]]))]]))]]))]]]]
[[[([([[[([[[[((((([[[([,])]]])))))]]]])]]])])]]]
([(((([[[([[([([[([[(((([([,])]))))]])]])])]])]]]))))])
[([[[[[(([([(([[((((((([,])))))))]]))])]))]]]]])]
((([(([([(([[((((,))))]]))])]))])))
([(((([([([([[[([[,]])]]])])])]))))])
[((([([([[([[((((,))))]])]])])])))]
([([([([([[([((([((([(([((([(,)])))]))])))])))])]])])])])])
(([[((((([([[([([[[[[(,)]]]]])])]])])))))]]))
[([([[([(([((([[[([(,)])]]])))]))])]])])]
([((([((([[(([[[[[([[([(((,)))])]])]]]]]))]])))])))])
([([([((([([((((([[(([([[((([,])))]])]))]])))))])])))])])])
[((((([([[[((([([((([[[,]]])))])])))]]])])))))]
[(([[(([(([[([(((,)))])]]))]))]]))]
(([[[[[(([[[([,])]]]))]]]]]))
(([([((((([(([[[(([((((,))))]))]]]))])))))])]))
[((([[[([[[([(([([((((,))))])]))])]]])]]])))]
((([[((((([((([,])))])))))]])))
((([((([([([([([(((([[,]]))))])])])])])))])))
((([((([[[[[[(([([[(([,]))]])]))]]]]]])))])))
[[[[[([[([([[(([([((([,])))])]))]])])]])]]]]]
[[(([([[[[(([,]))]]]])]))]]
[(([([(((((((([(([([,])]))]))))))))])]))]
([(([[[(((((([((([,])))]))))))]]]))])
([([[[[([([(([([,])]))])])]]]])])
((([[([[([[(([[[[([[[[[[,]]]]]])]]]]))]])]])]])))
[[[((([([([[([[([(,)])]])]])])])))]]]
[(([([[((([((([((((([[[((([[(,)]])))]]])))))])))])))]])]))]
([(([(([[[[((([([([([[[[[([[[,]]])]]]]])])])])))]]]]))]))])
([([[[([[([((([[[((,))]]])))])]])]]])])
[[(((([[((([[[(([[(([[[,]]]))]]))]]])))]]))))]]
([[[[[[(([([([(([[[(((([[[[,]]]]))))]]]))])])]))]]]]]])
[[(([([[[[[((([,])))]]]]])]))]]
((([[([[([(([([,])]))])]])]])))
([(([([([[([[[(([([([(,)])])]))]]])]])])]))])
[[[[[(([([([(([,]))])])]))]]]]]
[[[[[([(([(([[(([([[[[(((((,)))))]]]])]))]]))]))])]]]]]
[[[([[(((([(((((((([[,]]))))))))]))))]])]]]
[[((((((((([(([[[[[[((,))]]]]]]))])))))))))]]
(([[[(((([([([[(,)]])])]))))]]]))
((([[[[[([[([([[[(,)]]])])]])]]]]])))
[[((([((([(([(([([,])]))]))])))])))]]
((([(([([[[[([[[(((,)))]]])]]]])]))])))
[([[(((([([[([(((((([(([[[[([[,]])]]]]))]))))))])]])]))))]])]
([[[([[[([([([([((([,])))])])])])]]])]]])
[([[(([((((([([[[,]]])])))))]))]])]
(((([[(([((([([[[[((([(,)])))]]]])])))]))]]))))
[[(([((([[[(([[[[((,))]]]]))]]])))]))]]
(([[((([[[(([[([[(([[(,)]]))]])]]))]]])))]]))
([[[[[[(([[[([[[(([[[[,]]]]))]]])]]]))]]]]]])
[((([(([[[[((((([[(,)]])))))]]]]))])))]
([[([[[[[[[([[[[[[((([((,))])))]]]]]])]]]]]]])]])
([[(((([[([[[[,]]]])]]))))]])
([[[([[[([(([[(([(((([[,]]))))]))]]))])]]])]]])
([[[[((((([(((([[((([([,])])))]]))))])))))]]]])
([[([(([[([((((([([([,])])])))))])]]))])]])
[[[[[[[([(((([[([[[(((,)))]]])]]))))])]]]]]]]
[([[[[[[([((([(,)])))])]]]]]])]
(((([[[([[[[[[([[((([[([[(([[,]]))]])]])))]])]]]]]])]]]))))
[(([[(([[([([[[[(([((([[[[((([,])))]]]])))]))]]]])])]]))]]))]
([[[([[([[((([[([[(([([[((,))]])]))]])]])))]])]])]]])
([[[((((([([[([[[,]]])]])])))))]]])
([([[(((((((([[[(([[((,))]]))]]]))))))))]])])
(([(((((([([[([[[[(((([[(([((,))]))]]))))]]]])]])]))))))]))
[((([(([([[(([[[(,)]]]))]])]))])))]
([[[([[[[([[[([(,)])]]])]]]])]]])
[([[([[[[[([[([(([(((((,)))))]))])]])]]]]])]])]
([[[(([[[(([(([[[[[(([(([((,))]))]))]]]]]))]))]]]))]]])
[[(((([([([[[[(,)]]]])])]))))]]
(([[(((([[(((((([([[[[([[[(((,)))]]])]]]])]))))))]]))))]]))
(([[[([[([([([[[((([[[([(,)])]]])))]]])])])]])]]]))
([([(((([([([([[[([(([,]))])]]])])])]))))])])
([([([((([[([[(((([,]))))]])]])))])])])
[[[[((([[[[[((((((,))))))]]]]])))]]]]
(([[[([((([(,)])))])]]]))
[(([[[[[[[([((([(,)])))])]]]]]]]))]
[(([[((((([[[(([([[((,))]])]))]]])))))]]))]
[([([([[[(((([([[[,]]])]))))]]])])])]
[[[[[([[(((([[([,])]]))))]])]]]]]
(([((([([([([([[(([([,])]))]])])])])])))]))
[[(([([((((((([([((([[([[(,)]])]])))])])))))))])]))]]
([([((((((((((,))))))))))])])
((([[([[[([,])]]])]])))
[((((([[[[([([([[,]])])])]]]])))))]
(([[[([([(([([[([([([([([,])])])])])]])]))])])]]]))
([[[[(([(([((([[[[,]]]])))]))]))]]]])
((([[([[(([[((([((([[[,]]])))])))]]))]])]])))
[((([(((([[([(,)])]]))))])))]
([([[([(((((([([[[([([([[([[((,))]])]])])])]]])]))))))])]])])
[(([[[[([([(((,)))])])]]]]))]
[[[([([(([([[[((([[,]])))]]])]))])])]]]
([(((((([[([[(([(((([[(([(,)]))]]))))]))]])]]))))))])
[([[([([([(([(([[([([[[[[(,)]]]]])])]]))]))])])])]])]
(((([[[[([[[(([([((([[([(,)])]])))])]))]]])]]]]))))
([[(([([[((((,))))]])]))]])
(((([[(([([(([(((([,]))))]))])]))]]))))
(([((([([([([((([[([[[([,])]]])]])))])])])])))]))
(([[[([[((([(([[((([(([[[((,))]]]))])))]]))])))]])]]]))
[[(((([[(([([[[[[((([[([(,)])]])))]]]]])]))]]))))]]
[[[[((((([[[[[([([[((([((,))])))]])])]]]]])))))]]]]
[[[[((([([[((((([[,]])))))]])])))]]]]
([([[[[[[[([[(([[([([([([([[(,)]])])])])])]]))]])]]]]]]])])
([(([[(([[(([([[(,)]])]))]]))]]))])
(([([[[[[([([([[[[[[[(([[((,))]]))]]]]]]])])])]]]]])]))
[(([(([(((([(([[([,])]]))]))))]))]))]
[[[(((([[[(([[[[[([([(([(((([,]))))]))])])]]]]]))]]]))))]]]
[([[[[(((((([[([,])]]))))))]]]])]
(([[((((([[[[((([((([,])))])))]]]])))))]]))
[[([((([[[(((((([[(([(((([,]))))]))]]))))))]]])))])]]
[[([[[([[[[[((,))]]]]])]]])]]
([[(([(((((([[(((([,]))))]]))))))]))]])
((([[([(([(((((([[(([,]))]]))))))]))])]])))
[(([([[[([([([,])])])]]])]))]
[(((([[((((([[[([(((,)))])]]])))))]]))))]
[([[[((((([([[[[((([[(,)]])))]]]])])))))]]])]
[[[(((([((([[[[[(([([,])]))]]]]])))]))))]]]
[[[[[[[[[(([((([[(([,]))]])))]))]]]]]]]]]
[[[[([[(([[([(((([,]))))])]]))]])]]]]
[([[[[([[((([((([[,]])))])))]])]]]])]
(([(([([((([([([([,])])])])))])]))]))
[(((([([([[(((((([[([([(,)])])]]))))))]])])]))))]
(([(([[([[((([([(([([[,]])]))])])))]])]]))]))
[[[([(([([([(([(([(((,)))]))]))])])]))])]]]
[[(([([[[[([[((([(([,]))])))]])]]]])]))]]
[[([([[[(([(([[(([[[((,))]]]))]]))]))]]])])]]
((([[([([[[[([(,)])]]]])])]])))
([([[([(([[[[[(([[[([[[[(,)]]]])]]]))]]]]]))])]])])
([((((((([[[[(((([([[,]])]))))]]]])))))))])
[[(([[[([[[((((([[[([([,])])]]])))))]]])]]]))]]
[[((([[(([[([([[([[((([[[[(,)]]]])))]])]])])]]))]])))]]
